file_id,relative_path,file_type,extension,size_bytes,line_count,is_text,is_binary,is_source_code,is_config,is_netlist,is_data,is_test,is_documentation,main_purpose,key_classes,key_functions,key_inputs,key_outputs,depends_on,used_by,relevance_to_sram_layoutgen,relevance_category,can_drive_layout_generation,can_provide_netlist_semantics,can_provide_module_definition,can_provide_optimization_result,can_be_used_in_next_stage,risk_or_limitation,notes
OYF0051,size_optimization/demo_sa.py,optimization_source,.py,20521,458,True,False,True,False,False,False,False,False,SRAM Circuit Optimization using Simulated Annealing Algorithm,SAOptimizer,"format_initial_result, main, __init__, evaluate, run_optimization, observe","Optimization config, objective bounds, simulation callbacks.","Optimization trajectories, selected parameter sets, CSV results.","numpy, os, pathlib, random, size_optimization.exp_utils, sys, time, torch, traceback, warnings",size_optimization/run_experiments.py,"Optimization-side code for sizing/search, not a physical GDS implementation source.",OPTIMIZATION_ALGORITHM,False,False,False,True,False,Optimization or estimation logic is not a physical-layout implementation source.,NONE
OYF0052,size_optimization/demo_smac.py,optimization_source,.py,10922,281,True,False,True,False,False,False,False,False,SRAM Circuit Optimization using SMAC Algorithm,SMACOptimizer,"main, __init__, _create_config_space, smac_objective, run_optimization","Optimization config, objective bounds, simulation callbacks.","Optimization trajectories, selected parameter sets, CSV results.","ConfigSpace, ConfigSpace.hyperparameters, csv, numpy, os, pathlib, random, size_optimization.exp_utils, smac, smac.runhistory.dataclasses, sys, time, torch, warnings",size_optimization/run_experiments.py,"Optimization-side code for sizing/search, not a physical GDS implementation source.",OPTIMIZATION_ALGORITHM,False,False,False,True,False,Optimization or estimation logic is not a physical-layout implementation source.,NONE
OYF0053,size_optimization/demo_tssbo.py,optimization_source,.py,12380,349,True,False,True,False,False,False,False,False,SRAM Circuit Optimization using tSS-BO (truncated Subspace Sampling Bayesian Optimization),"SRAMParameterSpace, TSSBOOptimizer","main, __init__, dim, convert_params, print_params, __init__, _to_tss, _to_framework, _eval_batch, run","Optimization config, objective bounds, simulation callbacks.","Optimization trajectories, selected parameter sets, CSV results.","math, numpy, os, pickle, size_optimization.exp_utils, src.tSS_BO, src.util, sys, time, torch, warnings",UNKNOWN,"Optimization-side code for sizing/search, not a physical GDS implementation source.",OPTIMIZATION_ALGORITHM,False,False,False,True,False,Optimization or estimation logic is not a physical-layout implementation source.,NONE
OYF0054,size_optimization/exp_utils.py,optimization_source,.py,60525,1372,True,False,True,False,False,False,False,False,Implements or configures SRAM sizing/architecture optimization algorithms.,"ConfigLoader, ModifiedSRAMParameterSpace, CompositeSRAMParameterSpace, BaseOptimizer, OptimizationLogger","seed_set, create_directories, get_default_initial_params, _load_sram_config_from_yaml, get_params_from_yaml, get_peripheral_params_from_yaml, get_composite_initial_params, estimate_scaled_total_area, get_default_normalized_vector, get_default_transistor_features, get_default_fallback_result, run_initial_evaluation, _build_scalar_def, _build_list_def, _is_constant_def, _build_peripheral_defs_from_yaml, apply_params_to_sram_config, collect_peripheral_param_columns","Optimization config, objective bounds, simulation callbacks.","Optimization trajectories, selected parameter sets, CSV results.","PySpice.Unit, __future__, abc, config, csv, json, matplotlib.pyplot, mpl_toolkits.mplot3d, numpy, os, pathlib, random, sram_compiler.testbenches.sram_6t_core_MC_testbench, time, torch, traceback, typing, utils, yaml","size_optimization/demo_cbo.py, size_optimization/demo_cmaes.py, size_optimization/demo_cpn.py, size_optimization/demo_nsgaii.py, size_optimization/demo_pso.py, size_optimization/demo_random.py, size_optimization/demo_roseopt.py, size_optimization/demo_sa.py, size_optimization/demo_smac.py, size_optimization/demo_tssbo.py, size_optimization/experiment.py, size_optimization/run_experiments.py, size_optimization/tongji.py","Optimization-side code for sizing/search, not a physical GDS implementation source.",OPTIMIZATION_ALGORITHM,False,False,False,True,False,Optimization or estimation logic is not a physical-layout implementation source.,NONE
OYF0055,size_optimization/experiment.py,optimization_source,.py,106233,2307,True,False,True,False,False,False,False,False,Two-Stage SRAM Optimization Program,"ArchitectureConfigurationSpace, JointParameterSpace, SAOptimizer, SMACStage1Optimizer, TwoStageOptimizer","evaluate_sram_with_config, main, __init__, _generate_valid_configurations, get_configuration, get_num_configurations, __init__, convert_params, dim, print_params, __init__, _accept_probability, optimize_discrete, optimize_continuous, __init__, smac_objective, optimize_discrete, __init__","Optimization config, objective bounds, simulation callbacks.","Optimization trajectories, selected parameter sets, CSV results.","ConfigSpace, ConfigSpace.hyperparameters, PySpice.Unit, config, csv, datetime, math, matplotlib.pyplot, numpy, os, pathlib, random, size_optimization, size_optimization.exp_utils, smac, sram_compiler.testbenches.sram_6t_core_MC_testbench, sys, time, torch, traceback","size_optimization/demo_nsgaii.py, size_optimization/run_all_algos_test.py, size_optimization/tongji.py","Optimization-side code for sizing/search, not a physical GDS implementation source.",OPTIMIZATION_ALGORITHM,False,False,False,True,False,Optimization or estimation logic is not a physical-layout implementation source.,NONE
OYF0056,size_optimization/model_lib/models.spice,optimization_asset,.spice,11168,156,True,False,False,False,True,False,False,False,Implements or configures SRAM sizing/architecture optimization algorithms.,UNKNOWN,UNKNOWN,Included by simulation/testbench flows.,SPICE model statements or netlist fragments.,UNKNOWN,size_optimization/demo_cbo.py,"Optimization-side code for sizing/search, not a physical GDS implementation source.",OPTIMIZATION_ALGORITHM,False,False,False,True,False,Optimization or estimation logic is not a physical-layout implementation source.,NONE
OYF0057,size_optimization/moead/__init__.py,optimization_source,.py,346,11,True,False,True,False,False,False,False,False,MOEAD (Multi-Objective Evolutionary Algorithm based on Decomposition) Module,NONE,NONE,"Optimization config, objective bounds, simulation callbacks.","Optimization trajectories, selected parameter sets, CSV results.","individual, optimizer, population, problem",UNKNOWN,"Optimization-side code for sizing/search, not a physical GDS implementation source.",OPTIMIZATION_ALGORITHM,False,False,False,True,False,Optimization or estimation logic is not a physical-layout implementation source.,NONE
OYF0058,size_optimization/moead/ga_utils.py,optimization_source,.py,10054,266,True,False,True,False,False,False,False,False,MOEAD遗传算法工具,NONE,"continuous_sbx_crossover, continuous_polynomial_mutation, discrete_crossover, discrete_mutation, mixed_crossover, mixed_mutation, generate_offspring, envolution","Optimization config, objective bounds, simulation callbacks.","Optimization trajectories, selected parameter sets, CSV results.","numpy, random, tqdm, utils",UNKNOWN,"Optimization-side code for sizing/search, not a physical GDS implementation source.",OPTIMIZATION_ALGORITHM,False,False,False,True,False,Optimization or estimation logic is not a physical-layout implementation source.,NONE
OYF0059,size_optimization/moead/individual.py,optimization_source,.py,771,22,True,False,True,False,False,False,False,False,Implements or configures SRAM sizing/architecture optimization algorithms.,Individual,"__init__, __eq__, dominates","Optimization config, objective bounds, simulation callbacks.","Optimization trajectories, selected parameter sets, CSV results.",NONE,"size_optimization/MOBO/acquisition.py, size_optimization/MOBO/problem.py, size_optimization/NSGA-II/problem.py, size_optimization/demo_nsgaii.py, size_optimization/moead/__init__.py, size_optimization/moead/problem.py","Optimization-side code for sizing/search, not a physical GDS implementation source.",OPTIMIZATION_ALGORITHM,False,False,False,True,False,Optimization or estimation logic is not a physical-layout implementation source.,NONE
OYF0060,size_optimization/moead/mean_vector.py,optimization_source,.py,2419,88,True,False,True,False,False,False,False,False,均值向量生成工具,Mean_vector,"__init__, perm, get_mean_vectors, save_mv_to_file, generate","Optimization config, objective bounds, simulation callbacks.","Optimization trajectories, selected parameter sets, CSV results.","numpy, os",size_optimization/moead/utils.py,"Optimization-side code for sizing/search, not a physical GDS implementation source.",OPTIMIZATION_ALGORITHM,False,False,False,True,False,Optimization or estimation logic is not a physical-layout implementation source.,NONE
OYF0061,size_optimization/moead/optimizer.py,optimization_source,.py,5987,0,False,True,True,False,False,False,False,False,Implements or configures SRAM sizing/architecture optimization algorithms.,NONE,NONE,"Optimization config, objective bounds, simulation callbacks.","Optimization trajectories, selected parameter sets, CSV results.",UNKNOWN,size_optimization/moead/__init__.py,"Optimization-side code for sizing/search, not a physical GDS implementation source.",OPTIMIZATION_ALGORITHM,False,False,False,True,False,Optimization or estimation logic is not a physical-layout implementation source.,Binary or non-text asset.
OYF0062,size_optimization/moead/population.py,optimization_source,.py,415,17,True,False,True,False,False,False,False,False,Implements or configures SRAM sizing/architecture optimization algorithms.,Population,"__init__, __len__, __iter__, extend, append","Optimization config, objective bounds, simulation callbacks.","Optimization trajectories, selected parameter sets, CSV results.",NONE,"size_optimization/NSGA-II/evolution.py, size_optimization/NSGA-II/nsga2_utils.py, size_optimization/demo_nsgaii.py, size_optimization/moead/__init__.py","Optimization-side code for sizing/search, not a physical GDS implementation source.",OPTIMIZATION_ALGORITHM,False,False,False,True,False,Optimization or estimation logic is not a physical-layout implementation source.,NONE
OYF0063,size_optimization/moead/problem.py,optimization_source,.py,1899,44,True,False,True,False,False,False,False,False,Implements or configures SRAM sizing/architecture optimization algorithms.,Problem,"__init__, generate_individual, calculate_objectives","Optimization config, objective bounds, simulation callbacks.","Optimization trajectories, selected parameter sets, CSV results.","individual, numpy, random","size_optimization/MOBO/main.py, size_optimization/NSGA-II/main.py, size_optimization/moead/__init__.py","Optimization-side code for sizing/search, not a physical GDS implementation source.",OPTIMIZATION_ALGORITHM,False,False,False,True,False,Optimization or estimation logic is not a physical-layout implementation source.,NONE
OYF0064,size_optimization/moead/utils.py,optimization_source,.py,6222,195,True,False,True,False,False,False,False,False,MOEAD工具函数,NONE,"Load_W, cpt_Z, update_Z, cpt_W_Bi_T, Tchebycheff_dist, cpt_tchbycheff, update_BTX, is_dominate, init_EP, update_EP_By_ID, update_EP_By_Individual, Creat_Pop","Optimization config, objective bounds, simulation callbacks.","Optimization trajectories, selected parameter sets, CSV results.","math, mean_vector, numpy, os, random","demo_run_a_testbench.py, equivalent_modeling/main_sram.py, main_estimation.py, main_sram.py, size_optimization/demo_nsgaii.py, size_optimization/exp_utils.py, size_optimization/moead/ga_utils.py, sram_compiler/testbenches/sram_6t_core_MC_testbench.py, sram_compiler/testbenches/sram_6t_core_testbench.py, yield_estimation/tool/Distribution/multi_cone_cluster.py","Optimization-side code for sizing/search, not a physical GDS implementation source.",OPTIMIZATION_ALGORITHM,False,False,False,True,False,Optimization or estimation logic is not a physical-layout implementation source.,NONE
OYF0065,size_optimization/run_all_algos_test.py,optimization_source,.py,2083,56,True,False,True,False,False,False,True,False,Quick validation test: run all algorithms with minimal iterations,NONE,NONE,"Optimization config, objective bounds, simulation callbacks.","Optimization trajectories, selected parameter sets, CSV results.","experiment, os, sys, time, traceback",UNKNOWN,"Optimization-side code for sizing/search, not a physical GDS implementation source.",OPTIMIZATION_ALGORITHM,False,False,False,True,False,Optimization or estimation logic is not a physical-layout implementation source.,NONE
OYF0066,size_optimization/run_experiments.py,optimization_source,.py,18519,511,True,False,True,False,False,False,False,False,总控实验文件 - 电路优化算法对比实验,"ExperimentRunner, CustomEncoder","main, __init__, run_single_algorithm, run_multiple_algorithms, generate_comparison_report, save_detailed_results, generate_plots, print_best_results, default","Optimization config, objective bounds, simulation callbacks.","Optimization trajectories, selected parameter sets, CSV results.","json, matplotlib.pyplot, os, pandas, pathlib, size_optimization.demo_cbo, size_optimization.demo_pso, size_optimization.demo_roseopt, size_optimization.demo_sa, size_optimization.demo_smac, size_optimization.exp_utils, sys, time, traceback, warnings",UNKNOWN,"Optimization-side code for sizing/search, not a physical GDS implementation source.",OPTIMIZATION_ALGORITHM,False,False,False,True,False,Optimization or estimation logic is not a physical-layout implementation source.,NONE
OYF0067,size_optimization/sram_lef_generator.py,optimization_source,.py,8448,242,True,False,True,False,False,False,False,False,Implements or configures SRAM sizing/architecture optimization algorithms.,NONE,"generate_sram_lef, _write_lef_header, _write_pins, _write_control_pins, _write_address_pins, _write_ioput_pins, _write_power_pins, _write_obstructions, _write_lef_footer, main","Optimization config, objective bounds, simulation callbacks.","Optimization trajectories, selected parameter sets, CSV results.","math, os",UNKNOWN,"Optimization-side code for sizing/search, not a physical GDS implementation source.",OPTIMIZATION_ALGORITHM,False,False,False,True,False,Optimization or estimation logic is not a physical-layout implementation source.,NONE
OYF0068,size_optimization/tongji.py,optimization_source,.py,10571,250,True,False,True,False,False,False,False,False,SRAM 单阵列多模式统计脚本（32KB 总容量）,NONE,"is_valid_combo, compute_num_arrays, main, main_loop, to_float, relative_diff","Optimization config, objective bounds, simulation callbacks.","Optimization trajectories, selected parameter sets, CSV results.","csv, datetime, exp_utils, experiment, os, pathlib, resource, sys, time",UNKNOWN,"Optimization-side code for sizing/search, not a physical GDS implementation source.",OPTIMIZATION_ALGORITHM,False,False,False,True,False,Optimization or estimation logic is not a physical-layout implementation source.,NONE
OYF0069,size_optimization/vector_csv_file/sram_joint_4obj_h17.csv,optimization_asset,.csv,41040,1140,True,False,False,False,False,True,False,False,Implements or configures SRAM sizing/architecture optimization algorithms.,UNKNOWN,UNKNOWN,"Optimization config, objective bounds, simulation callbacks.","Optimization trajectories, selected parameter sets, CSV results.",UNKNOWN,UNKNOWN,"Optimization-side code for sizing/search, not a physical GDS implementation source.",OPTIMIZATION_ALGORITHM,False,False,False,True,False,Optimization or estimation logic is not a physical-layout implementation source.,NONE
OYF0070,size_optimization/vector_csv_file/sram_joint_4obj_h2.csv,optimization_asset,.csv,360,10,True,False,False,False,False,True,False,False,Implements or configures SRAM sizing/architecture optimization algorithms.,UNKNOWN,UNKNOWN,"Optimization config, objective bounds, simulation callbacks.","Optimization trajectories, selected parameter sets, CSV results.",UNKNOWN,UNKNOWN,"Optimization-side code for sizing/search, not a physical GDS implementation source.",OPTIMIZATION_ALGORITHM,False,False,False,True,False,Optimization or estimation logic is not a physical-layout implementation source.,NONE
OYF0071,sram_compiler/config_yaml/config.py,yaml_config,.py,18391,467,True,False,True,False,False,False,False,False,Stores SRAM/global/module parameter configuration consumed by OpenYield netlist generation flows.,"AttrDict, GlobalConfig, Parameter, CircuitConfig, ConfigLoader, SRAM_CONFIG","_abs_path, load_global_config, __init__, __repr__, __init__, _process_performance_metrics, _normalize_metric_bounds, __repr__, get_metric, get_metric_names, get_objective_formula, get_constraints, __init__, _coerce_numeric_like, _validate_types, __repr__, __init__, get_parameter",Manual or scripted parameter edits.,Configuration values consumed by compiler/testbench flows.,"os, typing, yaml","demo_run_a_testbench.py, equivalent_modeling/main_sram.py, main_sram.py, size_optimization/exp_utils.py, size_optimization/experiment.py, sram_compiler/subcircuits/sram_cell_add_equivalent.py","Provides module parameters, array dimensions, device choices, and configuration semantics that can annotate layoutgen inputs.",CONFIG,False,True,False,False,True,Configuration alone cannot prove which physical layout cell should implement a given OpenYield module.,NONE
OYF0072,sram_compiler/config_yaml/decoder.yaml,yaml_config,.yaml,3151,46,True,False,False,True,False,False,False,False,Stores SRAM/global/module parameter configuration consumed by OpenYield netlist generation flows.,UNKNOWN,UNKNOWN,Manual or scripted parameter edits.,Configuration values consumed by compiler/testbench flows.,UNKNOWN,sram_compiler/testbenches/parameter_factor.py,"Provides module parameters, array dimensions, device choices, and configuration semantics that can annotate layoutgen inputs.",CONFIG,False,True,False,False,True,Configuration alone cannot prove which physical layout cell should implement a given OpenYield module.,NONE
OYF0073,sram_compiler/config_yaml/global.yaml,yaml_config,.yaml,4369,74,True,False,False,True,False,False,False,False,Stores SRAM/global/module parameter configuration consumed by OpenYield netlist generation flows.,UNKNOWN,UNKNOWN,Manual or scripted parameter edits.,Configuration values consumed by compiler/testbench flows.,UNKNOWN,UNKNOWN,"Provides module parameters, array dimensions, device choices, and configuration semantics that can annotate layoutgen inputs.",CONFIG,False,True,False,False,True,Configuration alone cannot prove which physical layout cell should implement a given OpenYield module.,NONE
OYF0074,sram_compiler/config_yaml/mux.yaml,yaml_config,.yaml,2975,46,True,False,False,True,False,False,False,False,Stores SRAM/global/module parameter configuration consumed by OpenYield netlist generation flows.,UNKNOWN,UNKNOWN,Manual or scripted parameter edits.,Configuration values consumed by compiler/testbench flows.,UNKNOWN,UNKNOWN,"Provides module parameters, array dimensions, device choices, and configuration semantics that can annotate layoutgen inputs.",CONFIG,False,True,False,False,True,Configuration alone cannot prove which physical layout cell should implement a given OpenYield module.,NONE
OYF0075,sram_compiler/config_yaml/precharge.yaml,yaml_config,.yaml,1896,29,True,False,False,True,False,False,False,False,Stores SRAM/global/module parameter configuration consumed by OpenYield netlist generation flows.,UNKNOWN,UNKNOWN,Manual or scripted parameter edits.,Configuration values consumed by compiler/testbench flows.,UNKNOWN,UNKNOWN,"Provides module parameters, array dimensions, device choices, and configuration semantics that can annotate layoutgen inputs.",CONFIG,False,True,False,False,True,Configuration alone cannot prove which physical layout cell should implement a given OpenYield module.,NONE
OYF0076,sram_compiler/config_yaml/sa.yaml,yaml_config,.yaml,2966,46,True,False,False,True,False,False,False,False,Stores SRAM/global/module parameter configuration consumed by OpenYield netlist generation flows.,UNKNOWN,UNKNOWN,Manual or scripted parameter edits.,Configuration values consumed by compiler/testbench flows.,UNKNOWN,UNKNOWN,"Provides module parameters, array dimensions, device choices, and configuration semantics that can annotate layoutgen inputs.",CONFIG,False,True,False,False,True,Configuration alone cannot prove which physical layout cell should implement a given OpenYield module.,NONE
OYF0077,sram_compiler/config_yaml/sram_10t_cell.yaml,yaml_config,.yaml,4066,59,True,False,False,True,False,False,False,False,Stores SRAM/global/module parameter configuration consumed by OpenYield netlist generation flows.,UNKNOWN,UNKNOWN,Manual or scripted parameter edits.,Configuration values consumed by compiler/testbench flows.,UNKNOWN,UNKNOWN,"Provides module parameters, array dimensions, device choices, and configuration semantics that can annotate layoutgen inputs.",CONFIG,False,True,False,False,True,Configuration alone cannot prove which physical layout cell should implement a given OpenYield module.,NONE
OYF0078,sram_compiler/config_yaml/sram_6t_cell.yaml,yaml_config,.yaml,3823,49,True,False,False,True,False,False,False,False,Stores SRAM/global/module parameter configuration consumed by OpenYield netlist generation flows.,UNKNOWN,UNKNOWN,Manual or scripted parameter edits.,Configuration values consumed by compiler/testbench flows.,UNKNOWN,UNKNOWN,"Provides module parameters, array dimensions, device choices, and configuration semantics that can annotate layoutgen inputs.",CONFIG,False,True,False,False,True,Configuration alone cannot prove which physical layout cell should implement a given OpenYield module.,NONE
OYF0079,sram_compiler/config_yaml/sweep_config.py,yaml_config,.py,2125,51,True,False,True,False,False,False,False,False,SRAM 扫描配置文件,NONE,NONE,Manual or scripted parameter edits.,Configuration values consumed by compiler/testbench flows.,NONE,sram_compiler/testbenches/sram_6t_core_MC_testbench.py,"Provides module parameters, array dimensions, device choices, and configuration semantics that can annotate layoutgen inputs.",CONFIG,False,True,False,False,True,Configuration alone cannot prove which physical layout cell should implement a given OpenYield module.,NONE
OYF0080,sram_compiler/config_yaml/wordline_driver.yaml,yaml_config,.yaml,3140,46,True,False,False,True,False,False,False,False,Stores SRAM/global/module parameter configuration consumed by OpenYield netlist generation flows.,UNKNOWN,UNKNOWN,Manual or scripted parameter edits.,Configuration values consumed by compiler/testbench flows.,UNKNOWN,sram_compiler/testbenches/parameter_factor.py,"Provides module parameters, array dimensions, device choices, and configuration semantics that can annotate layoutgen inputs.",CONFIG,False,True,False,False,True,Configuration alone cannot prove which physical layout cell should implement a given OpenYield module.,NONE
OYF0081,sram_compiler/config_yaml/write_driver.yaml,yaml_config,.yaml,2986,46,True,False,False,True,False,False,False,False,Stores SRAM/global/module parameter configuration consumed by OpenYield netlist generation flows.,UNKNOWN,UNKNOWN,Manual or scripted parameter edits.,Configuration values consumed by compiler/testbench flows.,UNKNOWN,UNKNOWN,"Provides module parameters, array dimensions, device choices, and configuration semantics that can annotate layoutgen inputs.",CONFIG,False,True,False,False,True,Configuration alone cannot prove which physical layout cell should implement a given OpenYield module.,NONE
OYF0082,sram_compiler/subcircuits/base_subcircuit.py,python_subcircuit_source,.py,2321,55,True,False,True,False,False,False,False,False,Defines SRAM or peripheral subcircuit generation logic for SPICE/PySpice netlist construction.,BaseSubcircuit,"__init__, add_rc_networks_to_node",Config objects and module parameters.,PySpice/SPICE subcircuit definitions and connectivity.,"PySpice.Spice.Netlist, PySpice.Unit","sram_compiler/subcircuits/decoder.py, sram_compiler/subcircuits/dummy_row_or_column.py, sram_compiler/subcircuits/mux_and_sa.py, sram_compiler/subcircuits/precharge_and_write_driver.py, sram_compiler/subcircuits/replica_column.py, sram_compiler/subcircuits/sram_10t_core.py, sram_compiler/subcircuits/sram_6t_core.py, sram_compiler/subcircuits/sram_cell_add_equivalent.py, sram_compiler/subcircuits/standard_cell.py, sram_compiler/subcircuits/time_generate.py, sram_compiler/subcircuits/wordline_driver.py",Defines SRAM module/peripheral netlist structure and therefore provides module semantics relevant to layoutgen mapping.,MODULE_DEFINITION,False,True,True,False,True,"Provides electrical/module semantics only; missing direct geometry, placement, and routing correspondence to layoutgen cells.",NONE
OYF0083,sram_compiler/subcircuits/decoder.py,python_subcircuit_source,.py,9259,231,True,False,True,False,False,False,False,False,Defines SRAM or peripheral subcircuit generation logic for SPICE/PySpice netlist construction.,"DECODER3_8, DECODER_CASCADE","__init__, add_decoder_components, __init__",Config objects and module parameters.,PySpice/SPICE subcircuit definitions and connectivity.,"PySpice.Unit, base_subcircuit, math, standard_cell",sram_compiler/testbenches/parameter_factor.py,Defines SRAM module/peripheral netlist structure and therefore provides module semantics relevant to layoutgen mapping.,MODULE_DEFINITION,False,True,True,False,True,"Provides electrical/module semantics only; missing direct geometry, placement, and routing correspondence to layoutgen cells.",NONE
OYF0084,sram_compiler/subcircuits/dummy_row_or_column.py,python_subcircuit_source,.py,8492,228,True,False,True,False,False,False,False,False,Defines SRAM or peripheral subcircuit generation logic for SPICE/PySpice netlist construction.,"Dummy_Cell, Dummy_Column, Dummy_Row","__init__, add_dummy_components, __init__, build_array, __init__, build_array",Config objects and module parameters.,PySpice/SPICE subcircuit definitions and connectivity.,"PySpice.Spice.Netlist, PySpice.Unit, base_subcircuit, os, typing",sram_compiler/testbenches/parameter_factor.py,Defines SRAM module/peripheral netlist structure and therefore provides module semantics relevant to layoutgen mapping.,MODULE_DEFINITION,False,True,True,False,True,"Provides electrical/module semantics only; missing direct geometry, placement, and routing correspondence to layoutgen cells.",NONE
OYF0085,sram_compiler/subcircuits/mux_and_sa.py,python_subcircuit_source,.py,7115,161,True,False,True,False,False,False,False,False,Defines SRAM or peripheral subcircuit generation logic for SPICE/PySpice netlist construction.,"ColumnMux, SenseAmp","__init__, add_switch_transistors, __init__, add_sense_transistors",Config objects and module parameters.,PySpice/SPICE subcircuit definitions and connectivity.,"PySpice.Spice.Netlist, PySpice.Unit, base_subcircuit",sram_compiler/testbenches/parameter_factor.py,Defines SRAM module/peripheral netlist structure and therefore provides module semantics relevant to layoutgen mapping.,MODULE_DEFINITION,False,True,True,False,True,"Provides electrical/module semantics only; missing direct geometry, placement, and routing correspondence to layoutgen cells.",NONE
OYF0086,sram_compiler/subcircuits/precharge_and_write_driver.py,python_subcircuit_source,.py,4477,109,True,False,True,False,False,False,False,False,Defines SRAM or peripheral subcircuit generation logic for SPICE/PySpice netlist construction.,"Precharge, WriteDriver","__init__, add_precharge_transistors, __init__, add_driver_transistors",Config objects and module parameters.,PySpice/SPICE subcircuit definitions and connectivity.,"PySpice.Spice.Netlist, PySpice.Unit, base_subcircuit",sram_compiler/testbenches/parameter_factor.py,Defines SRAM module/peripheral netlist structure and therefore provides module semantics relevant to layoutgen mapping.,MODULE_DEFINITION,False,True,True,False,True,"Provides electrical/module semantics only; missing direct geometry, placement, and routing correspondence to layoutgen cells.",NONE
OYF0087,sram_compiler/subcircuits/replica_column.py,python_subcircuit_source,.py,8608,204,True,False,True,False,False,False,False,False,Defines SRAM or peripheral subcircuit generation logic for SPICE/PySpice netlist construction.,"Replica_Cell, Replica_Column","__init__, add_6T_cell, add_10T_cell, __init__, build_array",Config objects and module parameters.,PySpice/SPICE subcircuit definitions and connectivity.,"PySpice.Spice.Netlist, PySpice.Unit, base_subcircuit, os, sram_6t_core, typing",sram_compiler/testbenches/parameter_factor.py,Defines SRAM module/peripheral netlist structure and therefore provides module semantics relevant to layoutgen mapping.,MODULE_DEFINITION,False,True,True,False,True,"Provides electrical/module semantics only; missing direct geometry, placement, and routing correspondence to layoutgen cells.",NONE
OYF0088,sram_compiler/subcircuits/sram_10t_core.py,python_subcircuit_source,.py,13490,303,True,False,True,False,False,False,False,False,Defines SRAM or peripheral subcircuit generation logic for SPICE/PySpice netlist construction.,"Sram10TCell, Sram10TCore","__init__, add_usrdefine_mos_model, add_10T_cell, __init__, build_array, _normalize_real_cell_mode, _should_instantiate_real_cell, _is_unused_cell, _count_unused_cells_in_row, _count_unused_cells_in_col, _count_total_unused_cells",Config objects and module parameters.,PySpice/SPICE subcircuit definitions and connectivity.,"PySpice.Spice.Netlist, PySpice.Unit, base_subcircuit, sram_cell_add_equivalent","sram_compiler/subcircuits/sram_cell_add_equivalent.py, sram_compiler/testbenches/parameter_factor.py",Defines SRAM module/peripheral netlist structure and therefore provides module semantics relevant to layoutgen mapping.,MODULE_DEFINITION,False,True,True,False,True,"Provides electrical/module semantics only; missing direct geometry, placement, and routing correspondence to layoutgen cells.",NONE
OYF0089,sram_compiler/subcircuits/sram_6t_core.py,python_subcircuit_source,.py,12087,279,True,False,True,False,False,False,False,False,Defines SRAM or peripheral subcircuit generation logic for SPICE/PySpice netlist construction.,"Sram6TCell, Sram6TCore","__init__, add_usrdefine_mos_model, add_6T_cell, __init__, build_array, _normalize_real_cell_mode, _should_instantiate_real_cell, _is_unused_cell, _count_unused_cells_in_row, _count_unused_cells_in_col, _count_total_unused_cells",Config objects and module parameters.,PySpice/SPICE subcircuit definitions and connectivity.,"PySpice.Spice.Netlist, PySpice.Unit, base_subcircuit, sram_cell_add_equivalent","sram_compiler/subcircuits/replica_column.py, sram_compiler/subcircuits/sram_cell_add_equivalent.py, sram_compiler/testbenches/parameter_factor.py",Defines SRAM module/peripheral netlist structure and therefore provides module semantics relevant to layoutgen mapping.,MODULE_DEFINITION,False,True,True,False,True,"Provides electrical/module semantics only; missing direct geometry, placement, and routing correspondence to layoutgen cells.",NONE
OYF0090,sram_compiler/subcircuits/sram_cell_add_equivalent.py,python_subcircuit_source,.py,41590,879,True,False,True,False,False,False,False,False,Equivalent-circuit model for unused SRAM cells.,SRAMCellParasiticTester,"_build_blue_orange_cmap, last_proportion_mean, _load_default_config, _build_tester_from_core, _add_wl_controlled_static_power, _add_equivalent_circuit_impl, add_6t_equivalent_circuit, add_10t_equivalent_circuit, __init__, _build_sram_cell, _init_circuit, _get_pwl_waveform, _remove_port_sources, _configure_test_sources, get_current, _get_charge, run_sram_transient, extract_parasitic_caps",Config objects and module parameters.,PySpice/SPICE subcircuit definitions and connectivity.,"PySpice.Spice.Netlist, PySpice.Unit, base_subcircuit, matplotlib.colors, matplotlib.pyplot, numpy, os, pathlib, scipy.optimize, sram_10t_core, sram_6t_core, sram_compiler.config_yaml.config, sys","sram_compiler/subcircuits/sram_10t_core.py, sram_compiler/subcircuits/sram_6t_core.py",Defines SRAM module/peripheral netlist structure and therefore provides module semantics relevant to layoutgen mapping.,MODULE_DEFINITION,False,True,True,False,True,"Provides electrical/module semantics only; missing direct geometry, placement, and routing correspondence to layoutgen cells.",NONE
