object_name,object_type,required_by_modules,physical_source_type,placement_class,placement_strategy,row_or_array_based,x_pitch_rule,y_pitch_rule,row_height_rule,array_pitch_rule,module_origin_rule,bbox_source,pin_source,rail_source,orientation_policy,requires_routing_channel,requires_power_channel,can_be_packed_in_row,can_be_packed_in_array,can_be_instantiated_as_macro,placement_rule_status,blocking_gap,next_required_action,evidence_files
replica_array,module,replica_array,MODULE_FROM_L1_PRIMITIVE_GRAPH,TOP_LEVEL_MODULE,storage_array_bbox_pitch_with_row_alternation,module,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,module_origin_at_exported_bbox_lower_left,docs/mapping/openyield_module_to_primitive_dependency_matrix.csv,docs/mapping/openyield_module_connection_matrix.csv,technology/freepdk45/openyield_L2_placement_abutment_rule_library.json,module_inherits_child_orientation_contracts,False,True,False,True,True,PLACEMENT_RULE_CLOSED_BY_CONTRACT,,Use module handoff rule as the L3 placement boundary.,sram_compiler/subcircuits/replica_column.py;sram_compiler/testbenches/sram_6t_core_testbench.py; docs/openyield_physical_primitive_gap_closure_report.json
row_decoder,module,row_decoder,MODULE_FROM_L1_PRIMITIVE_GRAPH,CONTROL_COMPOSITE,gate_row_packer_with_enable_channel_contract,module,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,module_origin_at_exported_bbox_lower_left,docs/mapping/openyield_module_to_primitive_dependency_matrix.csv,docs/mapping/openyield_module_connection_matrix.csv,technology/freepdk45/openyield_L2_placement_abutment_rule_library.json,module_inherits_child_orientation_contracts,True,True,False,False,True,PLACEMENT_RULE_CLOSED_BY_CONTRACT,,Use module handoff rule as the L3 placement boundary.,sram_compiler/subcircuits/decoder.py;docs/openyield_module_contracts.md; docs/openyield_physical_primitive_gap_closure_report.json
wordline_decoder,module,wordline_decoder,MODULE_FROM_L1_PRIMITIVE_GRAPH,CONTROL_COMPOSITE,gate_row_packer_with_enable_channel_contract,module,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,module_origin_at_exported_bbox_lower_left,docs/mapping/openyield_module_to_primitive_dependency_matrix.csv,docs/mapping/openyield_module_connection_matrix.csv,technology/freepdk45/openyield_L2_placement_abutment_rule_library.json,module_inherits_child_orientation_contracts,True,True,False,False,True,PLACEMENT_RULE_CLOSED_BY_CONTRACT,,Use module handoff rule as the L3 placement boundary.,sram_compiler/testbenches/sram_6t_core_testbench.py;docs/openyield_decoder_output_contract_report.md;docs/mapping/openyield_canonical_sram_semantic_contract.md;docs/mapping/openyield_canonical_sram_semantic_contract.json;docs/mapping/openyield_decoder_wordline_semantic_contract.md;docs/mapping/openyield_decoder_wordline_semantic_contract.json; docs/openyield_physical_primitive_gap_closure_report.json
decoder_gate_cells,module,decoder_gate_cells,MODULE_FROM_L1_PRIMITIVE_GRAPH,CONTROL_COMPOSITE,gate_row_packer_with_enable_channel_contract,module,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,module_origin_at_exported_bbox_lower_left,docs/mapping/openyield_module_to_primitive_dependency_matrix.csv,docs/mapping/openyield_module_connection_matrix.csv,technology/freepdk45/openyield_L2_placement_abutment_rule_library.json,module_inherits_child_orientation_contracts,True,True,False,False,True,PLACEMENT_RULE_CLOSED_BY_CONTRACT,,Use module handoff rule as the L3 placement boundary.,sram_compiler/subcircuits/decoder.py;sram_compiler/subcircuits/standard_cell.py;docs/mapping/openyield_canonical_sram_semantic_contract.md;docs/mapping/openyield_canonical_sram_semantic_contract.json;docs/mapping/openyield_decoder_wordline_semantic_contract.md;docs/mapping/openyield_decoder_wordline_semantic_contract.json; docs/openyield_physical_primitive_gap_closure_report.json
wordline_driver,module,wordline_driver,MODULE_FROM_L1_PRIMITIVE_GRAPH,TOP_LEVEL_MODULE,peripheral_hardmacro_row_handoff,module,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,module_origin_at_exported_bbox_lower_left,docs/mapping/openyield_module_to_primitive_dependency_matrix.csv,docs/mapping/openyield_module_connection_matrix.csv,technology/freepdk45/openyield_L2_placement_abutment_rule_library.json,module_inherits_child_orientation_contracts,True,True,False,False,True,PLACEMENT_RULE_CLOSED_BY_CONTRACT,,Use module handoff rule as the L3 placement boundary.,sram_compiler/subcircuits/wordline_driver.py;docs/openyield_wordlinedriver_adapter_report.md; docs/openyield_physical_primitive_gap_closure_report.json
wordline_driver_gate_cells,module,wordline_driver_gate_cells,MODULE_FROM_L1_PRIMITIVE_GRAPH,CONTROL_COMPOSITE,gate_row_packer_with_enable_channel_contract,module,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,module_origin_at_exported_bbox_lower_left,docs/mapping/openyield_module_to_primitive_dependency_matrix.csv,docs/mapping/openyield_module_connection_matrix.csv,technology/freepdk45/openyield_L2_placement_abutment_rule_library.json,module_inherits_child_orientation_contracts,True,True,False,False,True,PLACEMENT_RULE_CLOSED_BY_CONTRACT,,Use module handoff rule as the L3 placement boundary.,sram_compiler/subcircuits/wordline_driver.py;docs/mapping/openyield_canonical_sram_semantic_contract.md;docs/mapping/openyield_canonical_sram_semantic_contract.json;docs/mapping/openyield_decoder_wordline_semantic_contract.md;docs/mapping/openyield_decoder_wordline_semantic_contract.json; docs/openyield_physical_primitive_gap_closure_report.json
column_mux,module,column_mux,MODULE_FROM_L1_PRIMITIVE_GRAPH,PERIPHERAL_MACRO,peripheral_hardmacro_row_handoff,module,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,module_origin_at_exported_bbox_lower_left,docs/mapping/openyield_module_to_primitive_dependency_matrix.csv,docs/mapping/openyield_module_connection_matrix.csv,technology/freepdk45/openyield_L2_placement_abutment_rule_library.json,module_inherits_child_orientation_contracts,True,True,False,False,True,PLACEMENT_RULE_CLOSED_BY_CONTRACT,,Use module handoff rule as the L3 placement boundary.,sram_compiler/subcircuits/mux_and_sa.py;sram_compiler/testbenches/sram_6t_core_testbench.py; docs/openyield_physical_primitive_gap_closure_report.json
sense_amp,module,sense_amp,MODULE_FROM_L1_PRIMITIVE_GRAPH,PERIPHERAL_MACRO,peripheral_hardmacro_row_handoff,module,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,module_origin_at_exported_bbox_lower_left,docs/mapping/openyield_module_to_primitive_dependency_matrix.csv,docs/mapping/openyield_module_connection_matrix.csv,technology/freepdk45/openyield_L2_placement_abutment_rule_library.json,module_inherits_child_orientation_contracts,True,True,False,False,True,PLACEMENT_RULE_CLOSED_BY_CONTRACT,,Use module handoff rule as the L3 placement boundary.,sram_compiler/subcircuits/mux_and_sa.py;docs/openyield_senseamp_adapter_report.md; docs/openyield_physical_primitive_gap_closure_report.json
write_driver,module,write_driver,MODULE_FROM_L1_PRIMITIVE_GRAPH,PERIPHERAL_MACRO,peripheral_hardmacro_row_handoff,module,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,module_origin_at_exported_bbox_lower_left,docs/mapping/openyield_module_to_primitive_dependency_matrix.csv,docs/mapping/openyield_module_connection_matrix.csv,technology/freepdk45/openyield_L2_placement_abutment_rule_library.json,module_inherits_child_orientation_contracts,True,True,False,False,True,PLACEMENT_RULE_CLOSED_BY_CONTRACT,,Use module handoff rule as the L3 placement boundary.,sram_compiler/subcircuits/precharge_and_write_driver.py;sram_compiler/testbenches/sram_6t_core_testbench.py; docs/openyield_physical_primitive_gap_closure_report.json
precharge,module,precharge,MODULE_FROM_L1_PRIMITIVE_GRAPH,PERIPHERAL_MACRO,peripheral_hardmacro_row_handoff,module,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,module_origin_at_exported_bbox_lower_left,docs/mapping/openyield_module_to_primitive_dependency_matrix.csv,docs/mapping/openyield_module_connection_matrix.csv,technology/freepdk45/openyield_L2_placement_abutment_rule_library.json,module_inherits_child_orientation_contracts,True,True,False,False,True,PLACEMENT_RULE_CLOSED_BY_CONTRACT,,Use module handoff rule as the L3 placement boundary.,sram_compiler/subcircuits/precharge_and_write_driver.py;sram_compiler/testbenches/sram_6t_core_testbench.py; docs/openyield_physical_primitive_gap_closure_report.json
DELAY_CHAIN,module,DELAY_CHAIN,MODULE_FROM_L1_PRIMITIVE_GRAPH,CONTROL_COMPOSITE,composition_backed_control_row_handoff,module,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,module_origin_at_exported_bbox_lower_left,docs/mapping/openyield_module_to_primitive_dependency_matrix.csv,docs/mapping/openyield_module_connection_matrix.csv,technology/freepdk45/openyield_L2_placement_abutment_rule_library.json,module_inherits_child_orientation_contracts,True,True,False,False,True,PLACEMENT_RULE_CLOSED_BY_CONTRACT,,Use module handoff rule as the L3 placement boundary.,sram_compiler/subcircuits/time_generate.py;docs/openyield_delay_chain_timing_metadata_report.md;docs/mapping/openyield_canonical_sram_semantic_contract.md;docs/mapping/openyield_canonical_sram_semantic_contract.json;docs/mapping/openyield_time_control_decomposition_contract.md;docs/mapping/openyield_time_control_decomposition_contract.json;docs/mapping/openyield_control_path_semantic_contracts.csv; docs/openyield_physical_primitive_gap_closure_report.json
PRECHARGE_ENABLE_PATH,module,PRECHARGE_ENABLE_PATH,MODULE_FROM_L1_PRIMITIVE_GRAPH,CONTROL_COMPOSITE,composition_backed_control_row_handoff,module,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,module_origin_at_exported_bbox_lower_left,docs/mapping/openyield_module_to_primitive_dependency_matrix.csv,docs/mapping/openyield_module_connection_matrix.csv,technology/freepdk45/openyield_L2_placement_abutment_rule_library.json,module_inherits_child_orientation_contracts,True,True,False,False,True,PLACEMENT_RULE_CLOSED_BY_CONTRACT,,Use module handoff rule as the L3 placement boundary.,sram_compiler/subcircuits/time_generate.py;docs/mapping/openyield_control_timing_mapping.csv;docs/mapping/openyield_canonical_sram_semantic_contract.md;docs/mapping/openyield_canonical_sram_semantic_contract.json;docs/mapping/openyield_time_control_decomposition_contract.md;docs/mapping/openyield_time_control_decomposition_contract.json;docs/mapping/openyield_control_path_semantic_contracts.csv; docs/openyield_physical_primitive_gap_closure_report.json
SENSE_ENABLE_PATH,module,SENSE_ENABLE_PATH,MODULE_FROM_L1_PRIMITIVE_GRAPH,CONTROL_COMPOSITE,composition_backed_control_row_handoff,module,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,module_origin_at_exported_bbox_lower_left,docs/mapping/openyield_module_to_primitive_dependency_matrix.csv,docs/mapping/openyield_module_connection_matrix.csv,technology/freepdk45/openyield_L2_placement_abutment_rule_library.json,module_inherits_child_orientation_contracts,True,True,False,False,True,PLACEMENT_RULE_CLOSED_BY_CONTRACT,,Use module handoff rule as the L3 placement boundary.,sram_compiler/subcircuits/time_generate.py;docs/mapping/openyield_control_timing_mapping.csv;docs/mapping/openyield_canonical_sram_semantic_contract.md;docs/mapping/openyield_canonical_sram_semantic_contract.json;docs/mapping/openyield_time_control_decomposition_contract.md;docs/mapping/openyield_time_control_decomposition_contract.json;docs/mapping/openyield_control_path_semantic_contracts.csv; docs/openyield_physical_primitive_gap_closure_report.json
WRITE_ENABLE_PATH,module,WRITE_ENABLE_PATH,MODULE_FROM_L1_PRIMITIVE_GRAPH,CONTROL_COMPOSITE,composition_backed_control_row_handoff,module,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,module_origin_at_exported_bbox_lower_left,docs/mapping/openyield_module_to_primitive_dependency_matrix.csv,docs/mapping/openyield_module_connection_matrix.csv,technology/freepdk45/openyield_L2_placement_abutment_rule_library.json,module_inherits_child_orientation_contracts,True,True,False,False,True,PLACEMENT_RULE_CLOSED_BY_CONTRACT,,Use module handoff rule as the L3 placement boundary.,sram_compiler/subcircuits/time_generate.py;docs/mapping/openyield_control_timing_mapping.csv;docs/mapping/openyield_canonical_sram_semantic_contract.md;docs/mapping/openyield_canonical_sram_semantic_contract.json;docs/mapping/openyield_time_control_decomposition_contract.md;docs/mapping/openyield_time_control_decomposition_contract.json;docs/mapping/openyield_control_path_semantic_contracts.csv; docs/openyield_physical_primitive_gap_closure_report.json
WORDLINE_ENABLE_PATH,module,WORDLINE_ENABLE_PATH,MODULE_FROM_L1_PRIMITIVE_GRAPH,CONTROL_COMPOSITE,composition_backed_control_row_handoff,module,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,module_origin_at_exported_bbox_lower_left,docs/mapping/openyield_module_to_primitive_dependency_matrix.csv,docs/mapping/openyield_module_connection_matrix.csv,technology/freepdk45/openyield_L2_placement_abutment_rule_library.json,module_inherits_child_orientation_contracts,True,True,False,False,True,PLACEMENT_RULE_CLOSED_BY_CONTRACT,,Use module handoff rule as the L3 placement boundary.,sram_compiler/subcircuits/time_generate.py;docs/mapping/openyield_control_timing_mapping.csv;docs/mapping/openyield_canonical_sram_semantic_contract.md;docs/mapping/openyield_canonical_sram_semantic_contract.json;docs/mapping/openyield_time_control_decomposition_contract.md;docs/mapping/openyield_time_control_decomposition_contract.json;docs/mapping/openyield_control_path_semantic_contracts.csv; docs/openyield_physical_primitive_gap_closure_report.json
GATED_CLOCK_PATH,module,GATED_CLOCK_PATH,MODULE_FROM_L1_PRIMITIVE_GRAPH,CONTROL_COMPOSITE,composition_backed_control_row_handoff,module,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,module_origin_at_exported_bbox_lower_left,docs/mapping/openyield_module_to_primitive_dependency_matrix.csv,docs/mapping/openyield_module_connection_matrix.csv,technology/freepdk45/openyield_L2_placement_abutment_rule_library.json,module_inherits_child_orientation_contracts,True,True,False,False,True,PLACEMENT_RULE_CLOSED_BY_CONTRACT,,Use module handoff rule as the L3 placement boundary.,sram_compiler/subcircuits/time_generate.py;docs/mapping/openyield_control_timing_mapping.csv;docs/mapping/openyield_canonical_sram_semantic_contract.md;docs/mapping/openyield_canonical_sram_semantic_contract.json;docs/mapping/openyield_time_control_decomposition_contract.md;docs/mapping/openyield_time_control_decomposition_contract.json;docs/mapping/openyield_control_path_semantic_contracts.csv; docs/openyield_physical_primitive_gap_closure_report.json
DFF_ROW,module,DFF_ROW,MODULE_FROM_L1_PRIMITIVE_GRAPH,CONTROL_COMPOSITE,composition_backed_control_row_handoff,module,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,module_origin_at_exported_bbox_lower_left,docs/mapping/openyield_module_to_primitive_dependency_matrix.csv,docs/mapping/openyield_module_connection_matrix.csv,technology/freepdk45/openyield_L2_placement_abutment_rule_library.json,module_inherits_child_orientation_contracts,True,True,False,False,True,PLACEMENT_RULE_CLOSED_BY_CONTRACT,,Use module handoff rule as the L3 placement boundary.,sram_compiler/subcircuits/time_generate.py;docs/openyield_dff_array_adapter_report.md;docs/mapping/openyield_canonical_sram_semantic_contract.md;docs/mapping/openyield_canonical_sram_semantic_contract.json;docs/mapping/openyield_time_control_decomposition_contract.md;docs/mapping/openyield_time_control_decomposition_contract.json;docs/mapping/openyield_control_path_semantic_contracts.csv; docs/openyield_physical_primitive_gap_closure_report.json
CONTROL_LOGIC,module,CONTROL_LOGIC,MODULE_FROM_L1_PRIMITIVE_GRAPH,CONTROL_COMPOSITE,composition_backed_control_row_handoff,module,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,module_origin_at_exported_bbox_lower_left,docs/mapping/openyield_module_to_primitive_dependency_matrix.csv,docs/mapping/openyield_module_connection_matrix.csv,technology/freepdk45/openyield_L2_placement_abutment_rule_library.json,module_inherits_child_orientation_contracts,True,True,False,False,True,PLACEMENT_RULE_CLOSED_BY_CONTRACT,,Use module handoff rule as the L3 placement boundary.,sram_compiler/subcircuits/time_generate.py;docs/openyield_time_control_decomposition_report.md;docs/mapping/openyield_canonical_sram_semantic_contract.md;docs/mapping/openyield_canonical_sram_semantic_contract.json;docs/mapping/openyield_time_control_decomposition_contract.md;docs/mapping/openyield_time_control_decomposition_contract.json;docs/mapping/openyield_control_path_semantic_contracts.csv; docs/openyield_physical_primitive_gap_closure_report.json
routing_semantics,module,routing_semantics,MODULE_FROM_L1_PRIMITIVE_GRAPH,SEMANTIC_ONLY,semantic_contract_handoff,module,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,module_origin_at_exported_bbox_lower_left,docs/mapping/openyield_module_to_primitive_dependency_matrix.csv,docs/mapping/openyield_module_connection_matrix.csv,technology/freepdk45/openyield_L2_placement_abutment_rule_library.json,module_inherits_child_orientation_contracts,True,True,False,False,False,NOT_REQUIRED_FOR_CURRENT_SCOPE,,Defer to L4 assembly only.,sram_compiler/testbenches/sram_6t_core_testbench.py;sram_layoutgen/netlist_writer.py;docs/mapping/openyield_canonical_sram_semantic_contract.md;docs/mapping/openyield_canonical_sram_semantic_contract.json; docs/openyield_physical_primitive_gap_closure_report.json
power_semantics,module,power_semantics,MODULE_FROM_L1_PRIMITIVE_GRAPH,SEMANTIC_ONLY,semantic_contract_handoff,module,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,module_origin_at_exported_bbox_lower_left,docs/mapping/openyield_module_to_primitive_dependency_matrix.csv,docs/mapping/openyield_module_connection_matrix.csv,technology/freepdk45/openyield_L2_placement_abutment_rule_library.json,module_inherits_child_orientation_contracts,True,True,False,False,False,NOT_REQUIRED_FOR_CURRENT_SCOPE,,Defer to L4 assembly only.,sram_compiler/subcircuits/base_subcircuit.py;docs/openyield_hardcell_power_rail_continuity_report.md;docs/mapping/openyield_canonical_sram_semantic_contract.md;docs/mapping/openyield_canonical_sram_semantic_contract.json; docs/openyield_physical_primitive_gap_closure_report.json
timing_semantics,module,timing_semantics,MODULE_FROM_L1_PRIMITIVE_GRAPH,SEMANTIC_ONLY,semantic_contract_handoff,module,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,derived_from_child_primitives,module_origin_at_exported_bbox_lower_left,docs/mapping/openyield_module_to_primitive_dependency_matrix.csv,docs/mapping/openyield_module_connection_matrix.csv,technology/freepdk45/openyield_L2_placement_abutment_rule_library.json,module_inherits_child_orientation_contracts,True,True,False,False,False,NOT_REQUIRED_FOR_CURRENT_SCOPE,,Defer to L4 assembly only.,sram_compiler/subcircuits/time_generate.py;sram_compiler/testbenches/sram_6t_core_MC_testbench.py;docs/mapping/openyield_canonical_sram_semantic_contract.md;docs/mapping/openyield_canonical_sram_semantic_contract.json;docs/mapping/openyield_time_control_decomposition_contract.md;docs/mapping/openyield_time_control_decomposition_contract.json;docs/mapping/openyield_control_path_semantic_contracts.csv; docs/openyield_physical_primitive_gap_closure_report.json
