blocker_id,blocker_category,affected_net_or_module,c4_resolution_status,route_id,route_status_after_C4,source_pin_status,target_pin_status,shape_verified_in_gds,blocks_complete_gds_after_C4,remaining_gap,next_required_action
BLK_111,MISSING_PIN_GEOMETRY,write_driver:bl/br,RESOLVED,,GEOMETRY_ROUTE_WITH_MULTIPOINT_TARGETS,,,True,False,Power-only placeholder blocker will be handled by C5.,Carry signal geometry into C5/C6.
BLK_112,MISSING_PIN_GEOMETRY,write_driver:bl/br,RESOLVED,,GEOMETRY_ROUTE_WITH_MULTIPOINT_TARGETS,,,True,False,Power-only placeholder blocker will be handled by C5.,Carry signal geometry into C5/C6.
BLK_113,MISSING_PIN_GEOMETRY,write_driver:bl/br,RESOLVED,,GEOMETRY_ROUTE_WITH_MULTIPOINT_TARGETS,,,True,False,Power-only placeholder blocker will be handled by C5.,Carry signal geometry into C5/C6.
BLK_114,MISSING_PIN_GEOMETRY,write_driver:bl/br,RESOLVED,,GEOMETRY_ROUTE_WITH_MULTIPOINT_TARGETS,,,True,False,Power-only placeholder blocker will be handled by C5.,Carry signal geometry into C5/C6.
BLK_115,MISSING_PIN_GEOMETRY,CONTROL_LOGIC:clk,RESOLVED,,GEOMETRY_ROUTE_WITH_MULTIPOINT_TARGETS,,,True,False,Power-only placeholder blocker will be handled by C5.,Carry signal geometry into C5/C6.
BLK_116,MISSING_PIN_GEOMETRY,CONTROL_LOGIC:precharge_en,RESOLVED,,GEOMETRY_ROUTE_WITH_MULTIPOINT_TARGETS,,,True,False,Power-only placeholder blocker will be handled by C5.,Carry signal geometry into C5/C6.
BLK_117,MISSING_PIN_GEOMETRY,CONTROL_LOGIC:sense_en,RESOLVED,,GEOMETRY_ROUTE_WITH_MULTIPOINT_TARGETS,,,True,False,Power-only placeholder blocker will be handled by C5.,Carry signal geometry into C5/C6.
BLK_118,MISSING_PIN_GEOMETRY,CONTROL_LOGIC:wl_en,RESOLVED,,GEOMETRY_ROUTE_WITH_MULTIPOINT_TARGETS,,,True,False,Power-only placeholder blocker will be handled by C5.,Carry signal geometry into C5/C6.
BLK_119,MISSING_PIN_GEOMETRY,CONTROL_LOGIC:write_en,RESOLVED,,GEOMETRY_ROUTE_WITH_MULTIPOINT_TARGETS,,,True,False,Power-only placeholder blocker will be handled by C5.,Carry signal geometry into C5/C6.
BLK_120,MISSING_PIN_GEOMETRY,DELAY_CHAIN:delay_out,RESOLVED,,GEOMETRY_ROUTE_WITH_MULTIPOINT_TARGETS,,,True,False,Power-only placeholder blocker will be handled by C5.,Carry signal geometry into C5/C6.
BLK_121,MISSING_PIN_GEOMETRY,DFF_ROW:clk,RESOLVED,,GEOMETRY_ROUTE_WITH_MULTIPOINT_TARGETS,,,True,False,Power-only placeholder blocker will be handled by C5.,Carry signal geometry into C5/C6.
BLK_122,MISSING_PIN_GEOMETRY,DFF_ROW:clk,RESOLVED,,GEOMETRY_ROUTE_WITH_MULTIPOINT_TARGETS,,,True,False,Power-only placeholder blocker will be handled by C5.,Carry signal geometry into C5/C6.
BLK_123,MISSING_PIN_GEOMETRY,GATED_CLOCK_PATH:gated_clk,RESOLVED,,GEOMETRY_ROUTE_WITH_MULTIPOINT_TARGETS,,,True,False,Power-only placeholder blocker will be handled by C5.,Carry signal geometry into C5/C6.
BLK_124,MISSING_PIN_GEOMETRY,precharge:precharge_en,RESOLVED,,GEOMETRY_ROUTE_WITH_MULTIPOINT_TARGETS,,,True,False,Power-only placeholder blocker will be handled by C5.,Carry signal geometry into C5/C6.
BLK_125,MISSING_PIN_GEOMETRY,replica_array:RBL,RESOLVED,,GEOMETRY_ROUTE_WITH_MULTIPOINT_TARGETS,,,True,False,Power-only placeholder blocker will be handled by C5.,Carry signal geometry into C5/C6.
BLK_126,MISSING_PIN_GEOMETRY,wordline_driver:B,RESOLVED,,GEOMETRY_ROUTE_WITH_MULTIPOINT_TARGETS,,,True,False,Power-only placeholder blocker will be handled by C5.,Carry signal geometry into C5/C6.
BLK_156,MISSING_PIN_GEOMETRY,bitcell_array:WL[0],RESOLVED,,GEOMETRY_ROUTE_WITH_MULTIPOINT_TARGETS,,,True,False,Power-only placeholder blocker will be handled by C5.,Carry signal geometry into C5/C6.
BLK_157,MISSING_PIN_GEOMETRY,bitcell_array:WL[1],RESOLVED,,GEOMETRY_ROUTE_WITH_MULTIPOINT_TARGETS,,,True,False,Power-only placeholder blocker will be handled by C5.,Carry signal geometry into C5/C6.
BLK_158,MISSING_PIN_GEOMETRY,bitcell_array:WL[2],RESOLVED,,GEOMETRY_ROUTE_WITH_MULTIPOINT_TARGETS,,,True,False,Power-only placeholder blocker will be handled by C5.,Carry signal geometry into C5/C6.
BLK_159,MISSING_PIN_GEOMETRY,bitcell_array:WL[3],RESOLVED,,GEOMETRY_ROUTE_WITH_MULTIPOINT_TARGETS,,,True,False,Power-only placeholder blocker will be handled by C5.,Carry signal geometry into C5/C6.
BLK_160,MISSING_PIN_GEOMETRY,wordline_driver:Z,RESOLVED,,GEOMETRY_ROUTE_WITH_MULTIPOINT_TARGETS,,,True,False,Power-only placeholder blocker will be handled by C5.,Carry signal geometry into C5/C6.
BLK_161,MISSING_PIN_GEOMETRY,wordline_driver:Z,RESOLVED,,GEOMETRY_ROUTE_WITH_MULTIPOINT_TARGETS,,,True,False,Power-only placeholder blocker will be handled by C5.,Carry signal geometry into C5/C6.
BLK_162,MISSING_PIN_GEOMETRY,wordline_driver:Z,RESOLVED,,GEOMETRY_ROUTE_WITH_MULTIPOINT_TARGETS,,,True,False,Power-only placeholder blocker will be handled by C5.,Carry signal geometry into C5/C6.
BLK_163,MISSING_PIN_GEOMETRY,wordline_driver:Z,RESOLVED,,GEOMETRY_ROUTE_WITH_MULTIPOINT_TARGETS,,,True,False,Power-only placeholder blocker will be handled by C5.,Carry signal geometry into C5/C6.
